IP,start,end,duration,activity,activityID,errorcode,description
192.168.220.13,2017-03-15 08:08:52.866539,2017-03-15 08:10:34.014818,0:01:41.148279,mailing,2930,0,---
192.168.220.13,2017-03-15 08:10:34.020704,2017-03-15 08:14:46.470022,0:04:12.449318,browsing,2931,0,---
192.168.220.13,2017-03-15 08:14:46.477625,2017-03-15 08:15:47.037822,0:01:00.560197,mailing,2932,0,---
192.168.220.13,2017-03-15 08:15:47.044345,2017-03-15 08:33:55.562518,0:18:08.518173,copyFiles,2933,0,---
192.168.220.13,2017-03-15 08:33:55.572763,2017-03-15 08:39:11.726504,0:05:16.153741,copyFiles,2934,0,---
192.168.220.13,2017-03-15 08:39:11.736039,2017-03-15 09:21:08.837639,0:41:57.101600,offline,2935,0,---
192.168.220.13,2017-03-15 09:21:08.846113,2017-03-15 09:24:19.736922,0:03:10.890809,private,2936,0,---
192.168.220.13,2017-03-15 09:24:19.746481,2017-03-15 09:27:17.078464,0:02:57.331983,copyFiles,2937,0,---
192.168.220.13,2017-03-15 09:27:17.085673,2017-03-15 09:29:08.141351,0:01:51.055678,mailing,2938,0,---
192.168.220.13,2017-03-15 09:29:08.149574,2017-03-15 09:30:54.307892,0:01:46.158318,copyFiles,2939,0,---
192.168.220.13,2017-03-15 09:30:54.314290,2017-03-15 09:32:49.023286,0:01:54.708996,browsing,2940,1,---
192.168.220.13,2017-03-15 09:32:49.030920,2017-03-15 09:33:49.408570,0:01:00.377650,mailing,2941,0,---
192.168.220.13,2017-03-15 09:33:49.417456,2017-03-15 09:36:37.902062,0:02:48.484606,copySea,2942,0,---
192.168.220.13,2017-03-15 09:36:37.908739,2017-03-15 09:36:53.013224,0:00:15.104485,printing,2943,0,---
192.168.220.13,2017-03-15 09:36:53.020791,2017-03-15 09:41:22.882588,0:04:29.861797,browsing,2944,0,---
192.168.220.13,2017-03-15 09:41:22.890372,2017-03-15 09:42:18.346170,0:00:55.455798,browsing,2945,0,---
192.168.220.13,2017-03-15 09:42:18.353466,2017-03-15 09:44:09.425293,0:01:51.071827,mailing,2946,0,---
192.168.220.13,2017-03-15 09:44:09.432655,2017-03-15 09:47:43.858798,0:03:34.426143,copySea,2947,0,---
192.168.220.13,2017-03-15 09:47:43.865632,2017-03-15 09:48:34.234500,0:00:50.368868,mailing,2948,0,---
192.168.220.13,2017-03-15 09:48:34.241127,2017-03-15 09:51:09.301678,0:02:35.060551,break,2949,0,---
192.168.220.13,2017-03-15 09:51:09.310660,2017-03-15 10:04:51.313567,0:13:42.002907,copyFiles,2950,0,---
192.168.220.13,2017-03-15 10:04:51.320929,2017-03-15 10:05:41.667825,0:00:50.346896,mailing,2951,0,---
192.168.220.13,2017-03-15 10:05:41.674346,2017-03-15 10:59:35.693154,0:53:54.018808,meeting,2952,0,---
192.168.220.13,2017-03-15 10:59:35.920704,2017-03-15 11:01:53.000554,0:02:17.079850,break,2953,0,---
192.168.220.13,2017-03-15 11:01:53.022831,2017-03-15 11:28:05.052136,0:26:12.029305,offline,2954,0,---
192.168.220.13,2017-03-15 11:28:05.060665,2017-03-15 11:31:53.194705,0:03:48.134040,copyFiles,2955,0,---
192.168.220.13,2017-03-15 11:31:53.201526,2017-03-15 11:39:21.602277,0:07:28.400751,browsing,2956,0,---
192.168.220.13,2017-03-15 11:39:21.610670,2017-03-15 11:39:28.397318,0:00:06.786648,browsing,2957,0,---
192.168.220.13,2017-03-15 11:39:28.404667,2017-03-15 12:07:14.505656,0:27:46.100989,offline,2958,0,---
192.168.220.13,2017-03-15 12:07:14.514872,2017-03-15 12:07:20.748073,0:00:06.233201,browsing,2959,0,---
192.168.220.13,2017-03-15 12:07:20.755647,2017-03-15 12:45:52.856495,0:38:32.100848,meeting,2960,0,---
192.168.220.13,2017-03-15 12:45:52.865577,2017-03-15 12:50:24.170643,0:04:31.305066,private,2961,0,---
192.168.220.13,2017-03-15 12:50:24.178434,2017-03-15 12:51:14.143019,0:00:49.964585,browsing,2962,0,---
192.168.220.13,2017-03-15 12:51:14.150679,2017-03-15 12:52:53.626634,0:01:39.475955,copyFiles,2963,0,---
192.168.220.13,2017-03-15 12:52:53.631526,2017-03-15 12:53:26.988109,0:00:33.356583,browsing,2964,0,---
192.168.220.13,2017-03-15 12:53:26.996126,2017-03-15 13:41:12.036479,0:47:45.040353,offline,2965,0,---
192.168.220.13,2017-03-15 13:41:12.046102,2017-03-15 13:43:03.604345,0:01:51.558243,mailing,2966,0,---
192.168.220.13,2017-03-15 13:43:03.624363,2017-03-15 13:44:33.845267,0:01:30.220904,browsing,2967,0,---
192.168.220.13,2017-03-15 13:44:33.854567,2017-03-15 13:45:24.119973,0:00:50.265406,mailing,2968,0,---
192.168.220.13,2017-03-15 13:45:24.126685,2017-03-15 13:48:47.061124,0:03:22.934439,browsing,2969,0,---
192.168.220.13,2017-03-15 13:48:47.068813,2017-03-15 13:50:33.172481,0:01:46.103668,browsing,2970,0,---
192.168.220.13,2017-03-15 13:50:33.180295,2017-03-15 13:59:09.312332,0:08:36.132037,copyFiles,2971,0,---
192.168.220.13,2017-03-15 13:59:09.329335,2017-03-15 14:07:32.044655,0:08:22.715320,browsing,2972,0,---
192.168.220.13,2017-03-15 14:07:32.053761,2017-03-15 14:08:32.465591,0:01:00.411830,mailing,2973,0,---
192.168.220.13,2017-03-15 14:08:32.471724,2017-03-15 14:09:56.267505,0:01:23.795781,browsing,2974,0,---
