IP,start,end,duration,activity,activityID,errorcode,description
192.168.200.8,2017-03-15 09:03:16.593000,2017-03-15 09:04:48.015000,0:01:31.422000,mailing,19557,0,---
192.168.200.8,2017-03-15 09:04:48.015000,2017-03-15 09:05:38.671000,0:00:50.656000,mailing,19558,0,---
192.168.200.8,2017-03-15 09:05:38.687000,2017-03-15 09:08:41.718000,0:03:03.031000,copyFiles,19559,0,---
192.168.200.8,2017-03-15 09:08:41.734000,2017-03-15 09:12:53.267000,0:04:11.533000,browsing,19560,0,---
192.168.200.8,2017-03-15 09:12:53.283000,2017-03-15 09:13:13.345000,0:00:20.062000,printing,19561,0,---
192.168.200.8,2017-03-15 09:13:13.361000,2017-03-15 09:17:35.361000,0:04:22.000000,break,19562,0,---
192.168.200.8,2017-03-15 09:17:35.376000,2017-03-15 09:27:35.435000,0:10:00.059000,browsing,19563,-1,---
192.168.200.8,2017-03-15 09:27:35.445000,2017-03-15 09:28:36.394000,0:01:00.949000,mailing,19564,0,---
192.168.200.8,2017-03-15 09:28:36.406000,2017-03-15 09:29:30.495000,0:00:54.089000,private,19565,0,---
192.168.200.8,2017-03-15 09:29:30.506000,2017-03-15 09:31:04.508000,0:01:34.002000,break,19566,0,---
192.168.200.8,2017-03-15 09:31:04.522000,2017-03-15 09:31:55.015000,0:00:50.493000,mailing,19567,0,---
192.168.200.8,2017-03-15 09:31:55.025000,2017-03-15 09:32:05.052000,0:00:10.027000,printing,19568,0,---
192.168.200.8,2017-03-15 09:32:05.063000,2017-03-15 09:54:51.206000,0:22:46.143000,copySea,19569,0,---
192.168.200.8,2017-03-15 09:54:51.216000,2017-03-15 09:55:51.839000,0:01:00.623000,mailing,19570,0,---
192.168.200.8,2017-03-15 09:55:51.850000,2017-03-15 10:04:48.713000,0:08:56.863000,browsing,19571,0,---
192.168.200.8,2017-03-15 10:04:48.724000,2017-03-15 10:07:27.726000,0:02:39.002000,break,19572,0,---
192.168.200.8,2017-03-15 10:07:27.744000,2017-03-15 10:17:27.760000,0:10:00.016000,private,19573,-1,---
192.168.200.8,2017-03-15 10:17:27.770000,2017-03-15 10:20:35.555000,0:03:07.785000,browsing,19574,0,---
192.168.200.8,2017-03-15 10:20:35.568000,2017-03-15 10:22:15.656000,0:01:40.088000,copySea,19575,0,---
192.168.200.8,2017-03-15 10:22:15.666000,2017-03-15 11:34:42.667000,1:12:27.001000,meeting,19576,0,---
192.168.200.8,2017-03-15 11:34:42.680000,2017-03-15 11:39:41.847000,0:04:59.167000,copyFiles,19577,0,---
192.168.200.8,2017-03-15 11:39:41.858000,2017-03-15 11:42:34.150000,0:02:52.292000,browsing,19578,0,---
192.168.200.8,2017-03-15 11:42:34.161000,2017-03-15 11:43:10.606000,0:00:36.445000,browsing,19579,0,---
192.168.200.8,2017-03-15 11:43:10.617000,2017-03-15 11:43:42.261000,0:00:31.644000,browsing,19580,0,---
192.168.200.8,2017-03-15 11:43:42.274000,2017-03-15 12:01:01.652000,0:17:19.378000,copySea,19581,0,---
192.168.200.8,2017-03-15 12:01:01.663000,2017-03-15 12:09:27.768000,0:08:26.105000,copySea,19582,0,---
192.168.200.8,2017-03-15 12:09:27.778000,2017-03-15 12:14:35.288000,0:05:07.510000,private,19583,0,---
192.168.200.8,2017-03-15 12:14:35.299000,2017-03-15 12:15:37.724000,0:01:02.425000,browsing,19584,0,---
192.168.200.8,2017-03-15 12:15:37.735000,2017-03-15 12:16:03.465000,0:00:25.730000,browsing,19585,0,---
192.168.200.8,2017-03-15 12:16:03.476000,2017-03-15 12:16:19.694000,0:00:16.218000,browsing,19586,0,---
192.168.200.8,2017-03-15 12:16:19.704000,2017-03-15 12:24:39.421000,0:08:19.717000,browsing,19587,0,---
192.168.200.8,2017-03-15 12:24:39.433000,2017-03-15 12:33:09.180000,0:08:29.747000,private,19588,0,---
192.168.200.8,2017-03-15 12:33:09.192000,2017-03-15 12:39:34.944000,0:06:25.752000,browsing,19589,0,---
192.168.200.8,2017-03-15 12:39:34.955000,2017-03-15 12:40:39.991000,0:01:05.036000,copySea,19590,0,---
192.168.200.8,2017-03-15 12:40:40.000000,2017-03-15 12:43:07.244000,0:02:27.244000,private,19591,0,---
192.168.200.8,2017-03-15 12:43:07.253000,2017-03-15 13:31:18.254000,0:48:11.001000,offline,19592,0,---
192.168.200.8,2017-03-15 13:31:18.267000,2017-03-15 13:33:08.422000,0:01:50.155000,browsing,19593,0,---
192.168.200.8,2017-03-15 13:33:08.433000,2017-03-15 13:35:49.434000,0:02:41.001000,break,19594,0,---
192.168.200.8,2017-03-15 13:35:49.448000,2017-03-15 13:37:16.573000,0:01:27.125000,private,19595,0,---
192.168.200.8,2017-03-15 13:37:16.583000,2017-03-15 13:44:09.677000,0:06:53.094000,browsing,19596,0,---
192.168.200.8,2017-03-15 13:44:09.690000,2017-03-15 13:48:14.721000,0:04:05.031000,copySea,19597,0,---
192.168.200.8,2017-03-15 13:48:14.731000,2017-03-15 13:54:36.791000,0:06:22.060000,copySea,19598,0,---
192.168.200.8,2017-03-15 13:54:36.822000,2017-03-15 14:03:09.825000,0:08:33.003000,offline,19599,0,---
192.168.200.8,2017-03-15 14:03:09.837000,2017-03-15 14:06:54.380000,0:03:44.543000,browsing,19600,0,---
192.168.200.8,2017-03-15 14:06:54.430000,2017-03-15 14:09:33.264000,0:02:38.834000,private,19601,0,---
192.168.200.8,2017-03-15 14:09:33.276000,2017-03-15 14:09:48.956000,0:00:15.680000,private,19602,0,---
192.168.200.8,2017-03-15 14:09:48.967000,2017-03-15 14:17:17.039000,0:07:28.072000,copySea,19603,0,---
192.168.200.8,2017-03-15 14:17:17.049000,2017-03-15 14:27:17.136000,0:10:00.087000,browsing,19604,-1,---
192.168.200.8,2017-03-15 14:27:17.147000,2017-03-15 14:33:32.062000,0:06:14.915000,browsing,19605,0,---
192.168.200.8,2017-03-15 14:33:32.075000,2017-03-15 14:34:36.013000,0:01:03.938000,browsing,19606,0,---
192.168.200.8,2017-03-15 14:34:36.025000,2017-03-15 14:36:11.247000,0:01:35.222000,private,19607,0,---
192.168.200.8,2017-03-15 14:36:11.257000,2017-03-15 14:37:11.933000,0:01:00.676000,mailing,19608,0,---
192.168.200.8,2017-03-15 14:37:11.943000,2017-03-15 14:37:32.997000,0:00:21.054000,browsing,19609,0,---
192.168.200.8,2017-03-15 14:37:33.007000,2017-03-15 14:37:43.033000,0:00:10.026000,printing,19610,0,---
192.168.200.8,2017-03-15 14:37:43.043000,2017-03-15 14:38:22.005000,0:00:38.962000,browsing,19611,0,---
192.168.200.8,2017-03-15 14:38:22.016000,2017-03-15 14:42:58.819000,0:04:36.803000,copyFiles,19612,0,---
192.168.200.8,2017-03-15 14:42:58.828000,2017-03-15 14:43:58.385000,0:00:59.557000,browsing,19613,0,---
192.168.200.8,2017-03-15 14:43:58.398000,2017-03-15 14:44:18.442000,0:00:20.044000,printing,19614,0,---
192.168.200.8,2017-03-15 14:44:18.452000,2017-03-15 14:47:18.493000,0:03:00.041000,copySea,19615,0,---
192.168.200.8,2017-03-15 14:47:18.503000,2017-03-15 14:47:28.527000,0:00:10.024000,printing,19616,0,---
192.168.200.8,2017-03-15 14:47:28.537000,2017-03-15 14:48:30.981000,0:01:02.444000,browsing,19617,0,---
192.168.200.8,2017-03-15 14:48:30.993000,2017-03-15 14:48:44.278000,0:00:13.285000,browsing,19618,0,---
192.168.200.8,2017-03-15 14:48:44.288000,2017-03-15 14:50:27.495000,0:01:43.207000,private,19619,0,---
192.168.200.8,2017-03-15 14:50:27.506000,2017-03-15 14:55:05.417000,0:04:37.911000,copyFiles,19620,0,---
192.168.200.8,2017-03-15 14:55:05.425000,2017-03-15 14:59:12.597000,0:04:07.172000,browsing,19621,0,---
192.168.200.8,2017-03-15 14:59:12.608000,2017-03-15 14:59:52.692000,0:00:40.084000,printing,19622,0,---
192.168.200.8,2017-03-15 14:59:52.702000,2017-03-15 15:02:10.703000,0:02:18.001000,break,19623,0,---
