IP,start,end,duration,activity,activityID,errorcode,description
192.168.210.4,2017-03-15 09:01:39.687000,2017-03-15 09:11:39.698000,0:10:00.011000,private,8845,-1,---
192.168.210.4,2017-03-15 09:11:39.709000,2017-03-15 09:16:17.073000,0:04:37.364000,private,8846,0,---
192.168.210.4,2017-03-15 09:16:17.086000,2017-03-15 09:17:28.888000,0:01:11.802000,mailing,8847,0,---
192.168.210.4,2017-03-15 09:17:28.899000,2017-03-15 09:22:13.949000,0:04:45.050000,copyFiles,8848,0,---
192.168.210.4,2017-03-15 09:22:13.959000,2017-03-15 09:23:56.585000,0:01:42.626000,mailing,8849,0,---
192.168.210.4,2017-03-15 09:23:56.595000,2017-03-15 09:24:31.159000,0:00:34.564000,private,8850,0,---
192.168.210.4,2017-03-15 09:24:31.183000,2017-03-15 09:34:31.252000,0:10:00.069000,private,8851,-1,---
192.168.210.4,2017-03-15 09:34:31.400000,2017-03-15 09:42:05.176000,0:07:33.776000,browsing,8852,0,---
192.168.210.4,2017-03-15 09:42:05.187000,2017-03-15 09:47:05.189000,0:05:00.002000,offline,8853,0,---
192.168.210.4,2017-03-15 09:47:05.206000,2017-03-15 09:50:13.207000,0:03:08.001000,break,8854,0,---
192.168.210.4,2017-03-15 09:50:13.221000,2017-03-15 09:51:23.888000,0:01:10.667000,mailing,8855,0,---
192.168.210.4,2017-03-15 09:51:23.899000,2017-03-15 09:57:54.909000,0:06:31.010000,private,8856,0,---
192.168.210.4,2017-03-15 09:57:54.920000,2017-03-15 10:08:47.538000,0:10:52.618000,copyFiles,8857,0,---
192.168.210.4,2017-03-15 10:08:47.548000,2017-03-15 10:09:38.491000,0:00:50.943000,mailing,8858,0,---
192.168.210.4,2017-03-15 10:09:38.501000,2017-03-15 10:09:48.673000,0:00:10.172000,printing,8859,0,---
192.168.210.4,2017-03-15 10:09:48.684000,2017-03-15 10:12:56.414000,0:03:07.730000,copyFiles,8860,0,---
192.168.210.4,2017-03-15 10:12:56.427000,2017-03-15 10:55:40.430000,0:42:44.003000,meeting,8861,0,---
192.168.210.4,2017-03-15 10:55:40.442000,2017-03-15 10:56:51.848000,0:01:11.406000,browsing,8862,0,---
192.168.210.4,2017-03-15 10:56:51.858000,2017-03-15 10:58:02.842000,0:01:10.984000,mailing,8863,0,---
192.168.210.4,2017-03-15 10:58:03.055000,2017-03-15 11:02:38.944000,0:04:35.889000,private,8864,0,---
192.168.210.4,2017-03-15 11:02:38.969000,2017-03-15 11:03:19.095000,0:00:40.126000,printing,8865,0,---
192.168.210.4,2017-03-15 11:03:19.104000,2017-03-15 12:31:48.106000,1:28:29.002000,meeting,8866,0,---
192.168.210.4,2017-03-15 12:31:48.117000,2017-03-15 12:36:30.119000,0:04:42.002000,break,8867,0,---
192.168.210.4,2017-03-15 12:36:30.129000,2017-03-15 13:13:36.130000,0:37:06.001000,break,8868,0,---
192.168.210.4,2017-03-15 13:13:36.141000,2017-03-15 13:15:53.142000,0:02:17.001000,break,8869,0,---
192.168.210.4,2017-03-15 13:15:53.153000,2017-03-15 13:16:34.221000,0:00:41.068000,browsing,8870,0,---
192.168.210.4,2017-03-15 13:16:34.230000,2017-03-15 13:22:54.007000,0:06:19.777000,private,8871,0,---
192.168.210.4,2017-03-15 13:22:54.021000,2017-03-15 13:28:19.471000,0:05:25.450000,private,8872,0,---
192.168.210.4,2017-03-15 13:28:19.479000,2017-03-15 13:29:21.521000,0:01:02.042000,copyFiles,8873,0,---
192.168.210.4,2017-03-15 13:29:21.530000,2017-03-15 13:53:32.531000,0:24:11.001000,meeting,8874,0,---
192.168.210.4,2017-03-15 13:53:32.541000,2017-03-15 14:01:16.592000,0:07:44.051000,copyFiles,8875,0,---
192.168.210.4,2017-03-15 14:01:16.602000,2017-03-15 14:05:49.604000,0:04:33.002000,offline,8876,0,---
192.168.210.4,2017-03-15 14:05:49.615000,2017-03-15 14:07:41.080000,0:01:51.465000,mailing,8877,0,---
192.168.210.4,2017-03-15 14:07:41.103000,2017-03-15 14:08:11.152000,0:00:30.049000,printing,8878,0,---
192.168.210.4,2017-03-15 14:08:11.159000,2017-03-15 14:12:13.161000,0:04:02.002000,break,8879,0,---
192.168.210.4,2017-03-15 14:12:13.173000,2017-03-15 14:14:10.785000,0:01:57.612000,private,8880,0,---
192.168.210.4,2017-03-15 14:14:10.798000,2017-03-15 14:43:04.800000,0:28:54.002000,meeting,8881,0,---
192.168.210.4,2017-03-15 14:43:04.815000,2017-03-15 14:44:45.852000,0:01:41.037000,mailing,8882,0,---
192.168.210.4,2017-03-15 14:44:45.909000,2017-03-15 14:45:35.984000,0:00:50.075000,browsing,8883,0,---
192.168.210.4,2017-03-15 14:45:35.994000,2017-03-15 14:47:29.606000,0:01:53.612000,copyFiles,8884,0,---
192.168.210.4,2017-03-15 14:47:29.618000,2017-03-15 15:00:01.389000,0:12:31.771000,copyFiles,8885,0,---
192.168.210.4,2017-03-15 15:00:01.404000,2017-03-15 15:02:20.493000,0:02:19.089000,private,8886,0,---
192.168.210.4,2017-03-15 15:02:20.504000,2017-03-15 15:43:11.506000,0:40:51.002000,offline,8887,0,---
192.168.210.4,2017-03-15 15:43:11.521000,2017-03-15 15:44:22.523000,0:01:11.002000,break,8888,0,---
192.168.210.4,2017-03-15 15:44:22.538000,2017-03-15 15:46:03.620000,0:01:41.082000,mailing,8889,0,---
192.168.210.4,2017-03-15 15:46:03.630000,2017-03-15 15:46:13.653000,0:00:10.023000,printing,8890,0,---
192.168.210.4,2017-03-15 15:46:13.663000,2017-03-15 16:02:51.665000,0:16:38.002000,meeting,8891,0,---
192.168.210.4,2017-03-17 11:01:46.093000,2017-03-17 11:03:10.315000,0:01:24.222000,private,8892,0,---
192.168.210.4,2017-03-17 11:03:10.315000,2017-03-17 11:16:33.315000,0:13:23.000000,meeting,8893,0,---
192.168.210.4,2017-03-17 11:16:33.331000,2017-03-17 11:17:03.909000,0:00:30.578000,printing,8894,0,---
192.168.210.4,2017-03-17 11:17:03.924000,2017-03-17 12:45:01.924000,1:27:58.000000,meeting,8895,0,---
192.168.210.4,2017-03-17 12:45:01.940000,2017-03-17 12:46:39.018000,0:01:37.078000,copyFiles,8896,0,---
192.168.210.4,2017-03-17 12:46:39.034000,2017-03-17 12:47:40.893000,0:01:01.859000,mailing,8897,0,---
192.168.210.4,2017-03-17 12:47:40.909000,2017-03-17 12:48:00.940000,0:00:20.031000,printing,8898,0,---
192.168.210.4,2017-03-17 12:48:00.956000,2017-03-17 12:48:10.971000,0:00:10.015000,printing,8899,0,---
192.168.210.4,2017-03-17 12:48:10.987000,2017-03-17 13:01:03.206000,0:12:52.219000,copyFiles,8900,0,---
192.168.210.4,2017-03-17 13:01:03.221000,2017-03-17 13:02:51.742000,0:01:48.521000,browsing,8901,0,---
192.168.210.4,2017-03-17 13:02:51.742000,2017-03-17 13:04:42.820000,0:01:51.078000,mailing,8902,0,---
192.168.210.4,2017-03-17 13:04:42.820000,2017-03-17 13:14:42.835000,0:10:00.015000,private,8903,-1,---
192.168.210.4,2017-03-17 13:14:42.875000,2017-03-17 13:15:33.588000,0:00:50.713000,mailing,8904,0,---
192.168.210.4,2017-03-17 13:15:33.598000,2017-03-17 13:22:14.601000,0:06:41.003000,offline,8905,0,---
192.168.210.4,2017-03-17 13:22:14.618000,2017-03-17 14:09:49.633000,0:47:35.015000,offline,8906,0,---
192.168.210.4,2017-03-17 14:09:49.649000,2017-03-17 14:10:09.680000,0:00:20.031000,printing,8907,0,---
192.168.210.4,2017-03-17 14:10:09.696000,2017-03-17 14:11:21.524000,0:01:11.828000,copyFiles,8908,0,---
192.168.210.4,2017-03-17 14:11:21.665000,2017-03-17 14:20:13.302000,0:08:51.637000,browsing,8909,0,---
192.168.210.4,2017-03-17 14:20:13.302000,2017-03-17 14:20:27.820000,0:00:14.518000,browsing,8910,0,---
192.168.210.4,2017-03-17 14:20:27.820000,2017-03-17 14:23:40.820000,0:03:13.000000,break,8911,0,---
192.168.210.4,2017-03-17 14:23:40.835000,2017-03-17 14:27:17.835000,0:03:37.000000,break,8912,0,---
192.168.210.4,2017-03-17 14:27:17.851000,2017-03-17 15:56:01.851000,1:28:44.000000,meeting,8913,0,---
192.168.210.4,2017-03-17 15:56:01.867000,2017-03-17 16:11:56.867000,0:15:55.000000,offline,8914,0,---
192.168.210.4,2017-03-20 09:02:53.882000,2017-03-20 09:12:24.159000,0:09:30.277000,browsing,8915,0,---
192.168.210.4,2017-03-20 09:12:24.174000,2017-03-20 09:13:35.315000,0:01:11.141000,mailing,8916,0,---
192.168.210.4,2017-03-20 09:13:35.331000,2017-03-20 09:13:51.583000,0:00:16.252000,browsing,8917,0,---
192.168.210.4,2017-03-20 09:13:51.583000,2017-03-20 09:14:42.130000,0:00:50.547000,mailing,8918,0,---
192.168.210.4,2017-03-20 09:14:42.145000,2017-03-20 09:16:06.116000,0:01:23.971000,private,8919,0,---
192.168.210.4,2017-03-20 09:16:06.116000,2017-03-20 09:16:22.196000,0:00:16.080000,private,8920,0,---
192.168.210.4,2017-03-20 09:16:22.212000,2017-03-20 09:16:42.243000,0:00:20.031000,printing,8921,0,---
192.168.210.4,2017-03-20 09:16:42.258000,2017-03-20 09:20:34.258000,0:03:52.000000,break,8922,0,---
192.168.210.4,2017-03-20 09:20:34.274000,2017-03-20 09:24:31.274000,0:03:57.000000,break,8923,0,---
192.168.210.4,2017-03-20 09:24:31.290000,2017-03-20 09:25:46.760000,0:01:15.470000,private,8924,0,---
192.168.210.4,2017-03-20 09:25:46.760000,2017-03-20 09:26:56.917000,0:01:10.157000,printing,8925,0,---
192.168.210.4,2017-03-20 09:26:56.932000,2017-03-20 09:28:29.932000,0:01:33.000000,break,8926,0,---
192.168.210.4,2017-03-20 09:28:29.948000,2017-03-20 09:43:16.948000,0:14:47.000000,meeting,8927,0,---
192.168.210.4,2017-03-20 09:43:16.964000,2017-03-20 09:45:25.393000,0:02:08.429000,private,8928,0,---
192.168.210.4,2017-03-20 09:45:25.393000,2017-03-20 09:45:35.424000,0:00:10.031000,printing,8929,0,---
192.168.210.4,2017-03-20 09:45:35.440000,2017-03-20 09:49:20.440000,0:03:45.000000,break,8930,0,---
192.168.210.4,2017-03-20 09:49:20.456000,2017-03-20 09:52:45.221000,0:03:24.765000,copyFiles,8931,0,---
192.168.210.4,2017-03-20 09:52:45.237000,2017-03-20 09:54:28.643000,0:01:43.406000,copyFiles,8932,0,---
192.168.210.4,2017-03-20 09:54:28.659000,2017-03-20 09:54:38.674000,0:00:10.015000,printing,8933,0,---
192.168.210.4,2017-03-20 09:54:38.690000,2017-03-20 09:59:17.518000,0:04:38.828000,copyFiles,8934,0,---
192.168.210.4,2017-03-20 09:59:17.534000,2017-03-20 10:02:37.534000,0:03:20.000000,break,8935,0,---
192.168.210.4,2017-03-20 10:02:37.549000,2017-03-20 10:34:07.549000,0:31:30.000000,offline,8936,0,---
192.168.210.4,2017-03-20 10:34:07.565000,2017-03-20 10:38:43.565000,0:04:36.000000,break,8937,0,---
192.168.210.4,2017-03-20 10:38:43.581000,2017-03-20 10:39:46.221000,0:01:02.640000,copyFiles,8938,0,---
192.168.210.4,2017-03-20 10:39:46.237000,2017-03-20 10:40:28.784000,0:00:42.547000,copyFiles,8939,0,---
192.168.210.4,2017-03-20 10:40:28.799000,2017-03-20 10:45:04.799000,0:04:36.000000,break,8940,0,---
192.168.210.4,2017-03-20 10:45:04.815000,2017-03-20 10:46:15.487000,0:01:10.672000,mailing,8941,0,---
192.168.210.4,2017-03-20 10:46:15.503000,2017-03-20 11:20:47.503000,0:34:32.000000,meeting,8942,0,---
192.168.210.4,2017-03-20 11:20:47.518000,2017-03-20 11:21:48.081000,0:01:00.563000,mailing,8943,0,---
192.168.210.4,2017-03-20 11:21:48.096000,2017-03-20 11:27:51.628000,0:06:03.532000,copyFiles,8944,0,---
192.168.210.4,2017-03-20 11:27:51.643000,2017-03-20 11:47:33.643000,0:19:42.000000,offline,8945,0,---
192.168.210.4,2017-03-20 11:47:33.659000,2017-03-20 11:59:23.659000,0:11:50.000000,offline,8946,0,---
192.168.210.4,2017-03-20 11:59:23.674000,2017-03-20 12:18:56.674000,0:19:33.000000,meeting,8947,0,---
192.168.210.4,2017-03-20 12:18:56.690000,2017-03-20 14:09:36.690000,1:50:40.000000,meeting,8948,0,---
192.168.210.4,2017-03-20 14:09:36.706000,2017-03-20 14:11:17.237000,0:01:40.531000,copyFiles,8949,0,---
192.168.210.4,2017-03-20 14:11:17.253000,2017-03-20 14:11:47.299000,0:00:30.046000,printing,8950,0,---
192.168.210.4,2017-03-20 14:11:47.299000,2017-03-20 16:07:05.299000,1:55:18.000000,meeting,8951,0,---
192.168.210.4,2017-03-21 09:01:30.315000,2017-03-21 09:06:01.315000,0:04:31.000000,break,8952,0,---
192.168.210.4,2017-03-21 09:06:01.331000,2017-03-21 09:27:30.331000,0:21:29.000000,offline,8953,0,---
192.168.210.4,2017-03-21 09:27:30.346000,2017-03-21 10:03:05.346000,0:35:35.000000,meeting,8954,0,---
192.168.210.4,2017-03-21 10:03:05.362000,2017-03-21 10:05:25.784000,0:02:20.422000,copyFiles,8955,0,---
192.168.210.4,2017-03-21 10:05:25.799000,2017-03-21 10:06:45.799000,0:01:20.000000,break,8956,0,---
192.168.210.4,2017-03-21 10:06:45.815000,2017-03-21 10:47:48.815000,0:41:03.000000,meeting,8957,0,---
192.168.210.4,2017-03-21 10:47:48.831000,2017-03-21 10:49:42.831000,0:01:54.000000,break,8958,0,---
192.168.210.4,2017-03-21 10:49:42.846000,2017-03-21 10:50:33.362000,0:00:50.516000,mailing,8959,0,---
192.168.210.4,2017-03-21 10:50:33.378000,2017-03-21 10:57:48.878000,0:07:15.500000,copyFiles,8960,0,---
192.168.210.4,2017-03-21 10:57:48.893000,2017-03-21 11:28:03.893000,0:30:15.000000,offline,8961,0,---
192.168.210.4,2017-03-21 11:28:03.909000,2017-03-21 11:28:54.378000,0:00:50.469000,mailing,8962,0,---
192.168.210.4,2017-03-21 11:28:54.378000,2017-03-21 11:47:38.393000,0:18:44.015000,meeting,8963,0,---
192.168.210.4,2017-03-21 11:47:38.409000,2017-03-21 11:49:25.409000,0:01:47.000000,break,8964,0,---
192.168.210.4,2017-03-21 11:49:25.424000,2017-03-21 11:50:47.878000,0:01:22.454000,copyFiles,8965,0,---
192.168.210.4,2017-03-21 11:50:47.893000,2017-03-21 12:01:58.112000,0:11:10.219000,copyFiles,8966,0,---
192.168.210.4,2017-03-21 12:01:58.128000,2017-03-21 12:47:47.128000,0:45:49.000000,offline,8967,0,---
192.168.210.4,2017-03-21 12:47:47.143000,2017-03-21 12:50:47.143000,0:03:00.000000,break,8968,0,---
192.168.210.4,2017-03-21 12:50:47.159000,2017-03-21 12:54:53.159000,0:04:06.000000,break,8969,0,---
192.168.210.4,2017-03-21 12:54:53.174000,2017-03-21 12:55:53.784000,0:01:00.610000,mailing,8970,0,---
192.168.210.4,2017-03-21 12:55:53.784000,2017-03-21 12:56:44.253000,0:00:50.469000,mailing,8971,0,---
192.168.210.4,2017-03-21 12:56:44.268000,2017-03-21 12:57:34.737000,0:00:50.469000,mailing,8972,0,---
192.168.210.4,2017-03-21 12:57:34.753000,2017-03-21 12:58:12.846000,0:00:38.093000,copyFiles,8973,0,---
192.168.210.4,2017-03-21 12:58:12.862000,2017-03-21 13:03:43.409000,0:05:30.547000,copyFiles,8974,0,---
192.168.210.4,2017-03-21 13:03:43.409000,2017-03-21 13:03:53.440000,0:00:10.031000,printing,8975,0,---
192.168.210.4,2017-03-21 13:03:53.456000,2017-03-21 13:07:29.933000,0:03:36.477000,browsing,8976,0,---
192.168.210.4,2017-03-21 13:07:29.933000,2017-03-21 14:01:45.933000,0:54:16.000000,meeting,8977,0,---
192.168.210.4,2017-03-21 14:01:46.277000,2017-03-21 14:04:38.963000,0:02:52.686000,browsing,8978,0,---
192.168.210.4,2017-03-21 14:04:38.963000,2017-03-21 14:32:28.978000,0:27:50.015000,meeting,8979,0,---
192.168.210.4,2017-03-21 14:32:28.994000,2017-03-21 14:37:02.994000,0:04:34.000000,offline,8980,0,---
192.168.210.4,2017-03-21 14:37:03.009000,2017-03-21 14:38:23.775000,0:01:20.766000,copyFiles,8981,0,---
192.168.210.4,2017-03-21 14:38:23.791000,2017-03-21 14:39:44.572000,0:01:20.781000,mailing,8982,0,---
192.168.210.4,2017-03-21 14:39:44.588000,2017-03-21 14:41:53.252000,0:02:08.664000,private,8983,0,---
192.168.210.4,2017-03-21 14:41:53.252000,2017-03-21 15:10:47.252000,0:28:54.000000,meeting,8984,0,---
192.168.210.4,2017-03-21 15:10:47.267000,2017-03-21 15:43:12.267000,0:32:25.000000,offline,8985,0,---
192.168.210.4,2017-03-21 15:43:12.283000,2017-03-21 15:53:48.939000,0:10:36.656000,copyFiles,8986,0,---
192.168.210.4,2017-03-21 15:53:48.955000,2017-03-21 17:40:31.955000,1:46:43.000000,meeting,8987,0,---
192.168.210.4,2017-03-22 09:09:49.970000,2017-03-22 09:59:37.970000,0:49:48.000000,offline,8988,0,---
192.168.210.4,2017-03-22 09:59:37.986000,2017-03-22 10:01:53.220000,0:02:15.234000,copyFiles,8989,0,---
192.168.210.4,2017-03-22 10:01:53.236000,2017-03-22 10:02:17.939000,0:00:24.703000,private,8990,0,---
192.168.210.4,2017-03-22 10:02:18.048000,2017-03-22 10:08:58.048000,0:06:40.000000,offline,8991,0,---
192.168.210.4,2017-03-22 10:08:58.064000,2017-03-22 10:09:28.111000,0:00:30.047000,printing,8992,0,---
192.168.210.4,2017-03-22 10:09:28.127000,2017-03-22 10:12:59.127000,0:03:31.000000,break,8993,0,---
192.168.210.4,2017-03-22 10:12:59.142000,2017-03-22 10:21:01.142000,0:08:02.000000,offline,8994,0,---
192.168.210.4,2017-03-22 10:21:01.158000,2017-03-22 10:22:01.861000,0:01:00.703000,mailing,8995,0,---
192.168.210.4,2017-03-22 10:22:01.877000,2017-03-22 10:22:21.908000,0:00:20.031000,printing,8996,0,---
192.168.210.4,2017-03-22 10:22:21.923000,2017-03-22 10:32:21.937000,0:10:00.014000,private,8997,-1,---
192.168.210.4,2017-03-22 10:32:21.948000,2017-03-22 10:42:22.052000,0:10:00.104000,private,8998,-1,---
192.168.210.4,2017-03-22 10:42:22.081000,2017-03-22 10:42:38.461000,0:00:16.380000,private,8999,0,---
192.168.210.4,2017-03-22 10:42:38.475000,2017-03-22 10:55:59.476000,0:13:21.001000,meeting,9000,0,---
192.168.210.4,2017-03-22 10:55:59.497000,2017-03-22 10:57:06.692000,0:01:07.195000,browsing,9001,0,---
192.168.210.4,2017-03-22 12:41:36.781000,2017-03-22 12:43:40.781000,0:02:04.000000,break,9002,0,---
192.168.210.4,2017-03-22 12:43:40.796000,2017-03-22 12:45:02.876000,0:01:22.080000,browsing,9003,0,---
192.168.210.4,2017-03-22 12:45:02.876000,2017-03-22 13:48:30.288000,1:03:27.412000,copyFiles,9004,0,---
192.168.210.4,2017-03-22 13:48:30.804000,2017-03-22 13:50:29.320000,0:01:58.516000,mailing,9005,0,---
192.168.210.4,2017-03-22 13:50:29.335000,2017-03-22 14:33:55.335000,0:43:26.000000,meeting,9006,0,---
192.168.210.4,2017-03-22 14:33:55.335000,2017-03-22 14:34:08.166000,0:00:12.831000,browsing,9007,0,---
192.168.210.4,2017-03-22 14:34:08.166000,2017-03-22 15:32:15.166000,0:58:07.000000,meeting,9008,0,---
192.168.210.4,2017-03-22 15:32:15.166000,2017-03-22 16:28:08.166000,0:55:53.000000,meeting,9009,0,---
192.168.210.4,2017-03-24 09:11:56.166000,2017-03-24 09:12:06.276000,0:00:10.110000,printing,9010,0,---
192.168.210.4,2017-03-24 09:12:06.291000,2017-03-24 09:14:32.291000,0:02:26.000000,break,9011,0,---
192.168.210.4,2017-03-24 09:14:32.307000,2017-03-24 09:24:32.320000,0:10:00.013000,private,9012,-1,---
192.168.210.4,2017-03-24 09:24:32.337000,2017-03-24 10:47:21.338000,1:22:49.001000,meeting,9013,0,---
192.168.210.4,2017-03-24 10:47:21.353000,2017-03-24 10:49:02.649000,0:01:41.296000,mailing,9014,0,---
192.168.210.4,2017-03-24 10:49:02.659000,2017-03-24 11:14:55.662000,0:25:53.003000,offline,9015,0,---
192.168.210.4,2017-03-24 11:14:55.675000,2017-03-24 11:18:13.833000,0:03:18.158000,browsing,9016,0,---
192.168.210.4,2017-03-24 11:18:13.843000,2017-03-24 11:19:56.845000,0:01:43.002000,break,9017,0,---
192.168.210.4,2017-03-24 11:19:56.861000,2017-03-24 11:23:24.929000,0:03:28.068000,copyFiles,9018,0,---
192.168.210.4,2017-03-24 11:23:24.941000,2017-03-24 11:33:25.473000,0:10:00.532000,private,9019,-1,---
192.168.210.4,2017-03-24 11:33:25.568000,2017-03-24 11:33:35.646000,0:00:10.078000,printing,9020,0,---
192.168.210.4,2017-03-24 11:33:35.656000,2017-03-24 11:38:00.663000,0:04:25.007000,break,9021,0,---
192.168.210.4,2017-03-24 11:38:00.776000,2017-03-24 11:41:17.050000,0:03:16.274000,private,9022,0,---
192.168.210.4,2017-03-24 11:41:17.081000,2017-03-24 11:57:29.087000,0:16:12.006000,break,9023,0,---
192.168.210.4,2017-03-24 11:57:29.114000,2017-03-24 13:39:44.121000,1:42:15.007000,meeting,9024,0,---
192.168.210.4,2017-03-24 13:39:44.136000,2017-03-24 14:26:12.138000,0:46:28.002000,offline,9025,0,---
192.168.210.4,2017-03-24 14:26:12.164000,2017-03-24 15:10:53.167000,0:44:41.003000,meeting,9026,0,---
192.168.210.4,2017-03-24 15:10:53.207000,2017-03-24 15:11:43.816000,0:00:50.609000,mailing,9027,0,---
192.168.210.4,2017-03-24 15:11:43.870000,2017-03-24 15:33:48.872000,0:22:05.002000,meeting,9028,0,---
192.168.210.4,2017-03-24 15:33:48.902000,2017-03-24 15:34:18.996000,0:00:30.094000,printing,9029,0,---
192.168.210.4,2017-03-24 15:34:19.006000,2017-03-24 15:39:58.009000,0:05:39.003000,offline,9030,0,---
192.168.210.4,2017-03-24 15:39:58.031000,2017-03-24 15:44:26.885000,0:04:28.854000,copyFiles,9031,0,---
192.168.210.4,2017-03-24 15:44:26.915000,2017-03-24 16:24:40.917000,0:40:14.002000,meeting,9032,0,---
192.168.210.4,2017-03-27 09:11:47.620000,2017-03-27 09:18:53.590000,0:07:05.970000,copyFiles,9033,0,---
192.168.210.4,2017-03-27 09:18:53.600000,2017-03-27 09:19:43.787000,0:00:50.187000,printing,9034,0,---
