IP,start,end,duration,activity,activityID,errorcode,description
192.168.220.11,2017-03-15 06:00:04.921675,2017-03-15 06:04:44.309561,0:04:39.387886,browsing,13504,0,---
192.168.220.11,2017-03-15 06:04:44.315617,2017-03-15 06:53:21.416747,0:48:37.101130,meeting,13505,0,---
192.168.220.11,2017-03-15 06:53:21.426263,2017-03-15 06:55:00.526687,0:01:39.100424,offline,13506,0,---
192.168.220.11,2017-03-15 06:55:00.539023,2017-03-15 06:55:51.740468,0:00:51.201445,browsing,13507,0,---
192.168.220.11,2017-03-15 06:55:51.748269,2017-03-15 06:57:20.838449,0:01:29.090180,break,13508,0,---
192.168.220.11,2017-03-15 06:57:20.850244,2017-03-15 06:58:51.007311,0:01:30.157067,copySea,13509,0,---
192.168.220.11,2017-03-15 06:58:51.015746,2017-03-15 06:59:32.355427,0:00:41.339681,browsing,13510,0,---
192.168.220.11,2017-03-15 06:59:32.365708,2017-03-15 07:02:24.529978,0:02:52.164270,browsing,13511,0,---
192.168.220.11,2017-03-15 07:02:24.537610,2017-03-15 07:04:48.150400,0:02:23.612790,browsing,13512,0,---
192.168.220.11,2017-03-15 07:04:48.158719,2017-03-15 07:06:37.212080,0:01:49.053361,private,13513,0,---
192.168.220.11,2017-03-15 07:06:37.218788,2017-03-15 07:07:25.224371,0:00:48.005583,browsing,13514,0,---
192.168.220.11,2017-03-15 07:07:25.231717,2017-03-15 07:07:59.785272,0:00:34.553555,private,13515,0,---
192.168.220.11,2017-03-15 07:07:59.792042,2017-03-15 07:09:54.893168,0:01:55.101126,offline,13516,0,---
192.168.220.11,2017-03-15 07:09:54.902541,2017-03-15 07:12:42.872987,0:02:47.970446,browsing,13517,0,---
192.168.220.11,2017-03-15 07:12:42.880599,2017-03-15 07:13:39.980100,0:00:57.099501,private,13518,0,---
192.168.220.11,2017-03-15 07:13:39.986815,2017-03-15 07:15:55.401428,0:02:15.414613,browsing,13519,0,---
192.168.220.11,2017-03-15 07:15:55.409211,2017-03-15 07:17:10.675754,0:01:15.266543,browsing,13520,0,---
192.168.220.11,2017-03-15 07:17:10.683668,2017-03-15 07:17:25.770630,0:00:15.086962,printing,13521,0,---
192.168.220.11,2017-03-15 07:17:25.778873,2017-03-15 07:45:58.806991,0:28:33.028118,copySea,13522,0,---
192.168.220.11,2017-03-15 07:45:58.816427,2017-03-15 07:46:13.870417,0:00:15.053990,printing,13523,0,---
192.168.220.11,2017-03-15 07:46:13.877103,2017-03-15 07:50:29.726975,0:04:15.849872,private,13524,0,---
192.168.220.11,2017-03-15 07:50:29.734390,2017-03-15 07:50:52.787807,0:00:23.053417,copyFiles,13525,0,---
192.168.220.11,2017-03-15 07:50:52.794520,2017-03-15 07:51:07.850311,0:00:15.055791,printing,13526,0,---
192.168.220.11,2017-03-15 07:51:07.856244,2017-03-15 07:52:11.982522,0:01:04.126278,browsing,13527,0,---
192.168.220.11,2017-03-15 07:52:11.990375,2017-03-15 07:55:02.123396,0:02:50.133021,private,13528,0,---
192.168.220.11,2017-03-15 07:55:02.130577,2017-03-15 07:57:58.231610,0:02:56.101033,break,13529,0,---
192.168.220.11,2017-03-15 07:57:58.240406,2017-03-15 08:01:11.341445,0:03:13.101039,break,13530,0,---
192.168.220.11,2017-03-15 08:01:11.349083,2017-03-15 08:16:02.811031,0:14:51.461948,copySea,13531,0,---
192.168.220.11,2017-03-15 08:16:02.819727,2017-03-15 08:17:21.197392,0:01:18.377665,browsing,13532,0,---
192.168.220.11,2017-03-15 08:17:21.205477,2017-03-15 08:19:35.777361,0:02:14.571884,private,13533,0,---
192.168.220.11,2017-03-15 08:19:35.784995,2017-03-15 08:23:16.886238,0:03:41.101243,break,13534,0,---
192.168.220.11,2017-03-15 08:23:16.898387,2017-03-15 08:27:49.970710,0:04:33.072323,copySea,13535,0,---
192.168.220.11,2017-03-15 08:27:49.979146,2017-03-15 08:37:49.988478,0:10:00.009332,browsing,13536,-1,---
192.168.220.11,2017-03-15 08:37:49.996544,2017-03-15 08:40:29.063526,0:02:39.066982,break,13537,0,---
192.168.220.11,2017-03-15 08:40:29.075100,2017-03-15 08:46:20.630137,0:05:51.555037,browsing,13538,0,---
192.168.220.11,2017-03-15 08:46:20.638937,2017-03-15 08:54:01.390239,0:07:40.751302,browsing,13539,0,---
192.168.220.11,2017-03-15 08:54:01.400378,2017-03-15 09:36:57.463448,0:42:56.063070,meeting,13540,0,---
192.168.220.11,2017-03-15 09:36:57.472367,2017-03-15 09:41:20.563255,0:04:23.090888,break,13541,0,---
192.168.220.11,2017-03-15 09:41:20.572329,2017-03-15 09:42:53.210232,0:01:32.637903,browsing,13542,0,---
192.168.220.11,2017-03-15 09:42:53.218651,2017-03-15 09:44:24.263150,0:01:31.044499,break,13543,0,---
192.168.220.11,2017-03-15 09:44:24.272381,2017-03-15 09:45:21.491232,0:00:57.218851,browsing,13544,0,---
192.168.220.11,2017-03-15 09:45:21.498739,2017-03-15 09:57:43.144810,0:12:21.646071,copySea,13545,0,---
192.168.220.11,2017-03-15 09:57:43.151649,2017-03-15 10:02:51.623382,0:05:08.471733,copyFiles,13546,0,---
192.168.220.11,2017-03-15 10:02:51.630502,2017-03-15 10:10:08.352760,0:07:16.722258,copyFiles,13547,0,---
192.168.220.11,2017-03-15 10:10:08.359929,2017-03-15 10:13:28.759204,0:03:20.399275,browsing,13548,0,---
192.168.220.11,2017-03-15 10:13:28.766601,2017-03-15 10:14:37.765426,0:01:08.998825,browsing,13549,0,---
