IP,start,end,duration,activity,activityID,errorcode,description
192.168.200.9,2017-03-15 09:00:13.070000,2017-03-15 09:02:26.304000,0:02:13.234000,copyFiles,1,0,---
192.168.200.9,2017-03-15 09:02:26.320000,2017-03-15 09:03:27.742000,0:01:01.422000,mailing,2,0,---
192.168.200.9,2017-03-15 09:03:27.757000,2017-03-15 09:04:38.367000,0:01:10.610000,mailing,3,0,---
192.168.200.9,2017-03-15 09:04:38.382000,2017-03-15 09:06:20.382000,0:01:42.000000,break,4,0,---
192.168.200.9,2017-03-15 09:06:20.398000,2017-03-15 09:07:25.398000,0:01:05.000000,break,5,0,---
192.168.200.9,2017-03-15 09:07:25.414000,2017-03-15 09:07:45.476000,0:00:20.062000,printing,6,0,---
192.168.200.9,2017-03-15 09:07:45.492000,2017-03-15 09:10:03.416000,0:02:17.924000,private,7,0,---
192.168.200.9,2017-03-15 09:10:03.416000,2017-03-15 09:13:01.089000,0:02:57.673000,browsing,8,0,---
192.168.200.9,2017-03-15 09:13:01.089000,2017-03-15 09:14:14.933000,0:01:13.844000,copyFiles,9,0,---
192.168.200.9,2017-03-15 09:14:14.949000,2017-03-15 09:15:25.542000,0:01:10.593000,mailing,10,0,---
192.168.200.9,2017-03-15 09:15:25.542000,2017-03-15 09:19:37.977000,0:04:12.435000,private,11,0,---
192.168.200.9,2017-03-15 09:19:37.977000,2017-03-15 09:21:29.671000,0:01:51.694000,private,12,0,---
192.168.200.9,2017-03-15 09:21:29.671000,2017-03-15 09:28:28.121000,0:06:58.450000,private,13,0,---
192.168.200.9,2017-03-15 09:28:28.121000,2017-03-15 09:28:38.152000,0:00:10.031000,printing,14,0,---
192.168.200.9,2017-03-15 09:28:38.152000,2017-03-15 09:29:58.871000,0:01:20.719000,mailing,15,0,---
192.168.200.9,2017-03-15 09:29:58.871000,2017-03-15 09:30:49.339000,0:00:50.468000,mailing,16,0,---
192.168.200.9,2017-03-15 09:30:49.355000,2017-03-15 09:51:53.355000,0:21:04.000000,offline,17,0,---
192.168.200.9,2017-03-15 09:51:53.371000,2017-03-15 09:55:18.138000,0:03:24.767000,browsing,18,0,---
192.168.200.9,2017-03-15 09:55:18.138000,2017-03-15 09:55:48.248000,0:00:30.110000,printing,19,0,---
192.168.200.9,2017-03-15 09:55:48.248000,2017-03-15 10:05:48.266000,0:10:00.018000,browsing,20,-1,---
192.168.200.9,2017-03-15 10:05:48.279000,2017-03-15 11:36:08.282000,1:30:20.003000,meeting,21,0,---
192.168.200.9,2017-03-15 11:36:08.295000,2017-03-15 12:24:55.297000,0:48:47.002000,meeting,22,0,---
192.168.200.9,2017-03-15 12:24:55.309000,2017-03-15 12:26:26.380000,0:01:31.071000,mailing,23,0,---
192.168.200.9,2017-03-15 12:26:26.390000,2017-03-15 13:10:11.392000,0:43:45.002000,meeting,24,0,---
192.168.200.9,2017-03-15 13:10:11.405000,2017-03-15 15:04:32.408000,1:54:21.003000,meeting,25,0,---
192.168.200.9,2017-03-15 15:04:32.425000,2017-03-15 15:09:46.122000,0:05:13.697000,copyFiles,26,0,---
192.168.200.9,2017-03-15 15:09:46.133000,2017-03-15 15:10:46.776000,0:01:00.643000,mailing,27,0,---
192.168.200.9,2017-03-15 15:10:46.786000,2017-03-15 15:15:43.788000,0:04:57.002000,break,28,0,---
192.168.200.9,2017-03-15 15:15:43.804000,2017-03-15 15:44:12.806000,0:28:29.002000,meeting,29,0,---
192.168.200.9,2017-03-15 15:44:12.821000,2017-03-15 15:45:14.822000,0:01:02.001000,break,30,0,---
192.168.200.9,2017-03-15 15:45:14.836000,2017-03-15 15:46:04.697000,0:00:49.861000,private,31,0,---
192.168.200.9,2017-03-15 15:46:04.708000,2017-03-15 16:30:10.709000,0:44:06.001000,meeting,32,0,---
192.168.200.9,2017-03-15 16:30:10.723000,2017-03-15 16:33:02.509000,0:02:51.786000,browsing,33,0,---
192.168.200.9,2017-03-15 16:33:02.522000,2017-03-15 16:35:33.030000,0:02:30.508000,private,34,0,---
192.168.200.9,2017-03-15 16:35:33.041000,2017-03-15 16:35:50.569000,0:00:17.528000,browsing,35,0,---
192.168.200.9,2017-03-15 16:35:50.581000,2017-03-15 16:39:58.583000,0:04:08.002000,break,36,0,---
192.168.200.9,2017-03-15 16:39:58.599000,2017-03-15 16:47:50.583000,0:07:51.984000,private,37,0,---
192.168.200.9,2017-03-15 16:47:50.594000,2017-03-15 17:30:40.596000,0:42:50.002000,meeting,38,0,---
192.168.200.9,2017-03-15 17:30:40.611000,2017-03-15 18:01:28.613000,0:30:48.002000,meeting,39,0,---
192.168.200.9,2017-03-15 18:01:28.630000,2017-03-15 18:05:06.632000,0:03:38.002000,break,40,0,---
192.168.200.9,2017-03-15 18:05:06.647000,2017-03-15 18:44:31.649000,0:39:25.002000,offline,41,0,---
192.168.200.9,2017-03-15 18:44:31.663000,2017-03-15 19:56:04.665000,1:11:33.002000,meeting,42,0,---
192.168.200.9,2017-03-16 09:04:11.151000,2017-03-16 09:08:00.151000,0:03:49.000000,break,43,0,---
192.168.200.9,2017-03-16 09:08:00.166000,2017-03-16 09:09:12.166000,0:01:12.000000,copyFiles,44,0,---
192.168.200.9,2017-03-16 09:09:12.182000,2017-03-16 09:11:14.314000,0:02:02.132000,browsing,45,0,---
192.168.200.9,2017-03-16 09:11:14.314000,2017-03-16 09:13:46.707000,0:02:32.393000,browsing,46,0,---
192.168.200.9,2017-03-16 09:13:46.707000,2017-03-16 09:16:14.707000,0:02:28.000000,break,47,0,---
192.168.200.9,2017-03-16 09:16:14.707000,2017-03-16 09:17:49.722000,0:01:35.015000,break,48,0,---
192.168.200.9,2017-03-16 09:17:49.738000,2017-03-16 09:45:57.738000,0:28:08.000000,offline,49,0,---
192.168.200.9,2017-03-16 09:45:57.753000,2017-03-16 09:55:57.838000,0:10:00.085000,private,50,-1,---
192.168.200.9,2017-03-16 09:55:57.838000,2017-03-16 10:01:09.010000,0:05:11.172000,copyFiles,51,0,---
