IP,start,end,duration,activity,activityID,errorcode,description
192.168.220.8,2017-03-15 10:11:42.996903,2017-03-15 10:17:32.649538,0:05:49.652635,browsing,21140,0,---
192.168.220.8,2017-03-15 10:17:32.655940,2017-03-15 10:24:18.264313,0:06:45.608373,copyFiles,21141,0,---
192.168.220.8,2017-03-15 10:24:18.270754,2017-03-15 10:24:27.759900,0:00:09.489146,browsing,21142,0,---
192.168.220.8,2017-03-15 10:24:27.767058,2017-03-15 10:26:04.952536,0:01:37.185478,browsing,21143,0,---
192.168.220.8,2017-03-15 10:26:04.959713,2017-03-15 10:33:56.096152,0:07:51.136439,browsing,21144,0,---
192.168.220.8,2017-03-15 10:33:56.103197,2017-03-15 10:43:56.107991,0:10:00.004794,private,21145,-1,---
192.168.220.8,2017-03-15 10:43:56.115408,2017-03-15 10:44:41.611362,0:00:45.495954,printing,21146,0,---
192.168.220.8,2017-03-15 10:44:41.618243,2017-03-15 10:48:32.259162,0:03:50.640919,browsing,21147,0,---
192.168.220.8,2017-03-15 10:48:32.266662,2017-03-15 11:19:26.367784,0:30:54.101122,meeting,21148,0,---
192.168.220.8,2017-03-15 11:19:26.376366,2017-03-15 11:22:00.879013,0:02:34.502647,private,21149,0,---
192.168.220.8,2017-03-15 11:22:00.886894,2017-03-15 11:22:08.620255,0:00:07.733361,browsing,21150,0,---
192.168.220.8,2017-03-15 11:22:08.626342,2017-03-15 11:23:40.476525,0:01:31.850183,browsing,21151,0,---
192.168.220.8,2017-03-15 11:23:40.504446,2017-03-15 11:26:50.789537,0:03:10.285091,browsing,21152,0,---
192.168.220.8,2017-03-15 11:26:50.797332,2017-03-15 12:07:56.771484,0:41:05.974152,copySea,21153,0,---
192.168.220.8,2017-03-15 12:07:56.778584,2017-03-15 12:10:28.265646,0:02:31.487062,browsing,21154,0,---
192.168.220.8,2017-03-15 12:10:28.272992,2017-03-15 13:04:27.374059,0:53:59.101067,meeting,21155,0,---
192.168.220.8,2017-03-15 13:04:27.382650,2017-03-15 13:11:41.222332,0:07:13.839682,browsing,21156,0,---
192.168.220.8,2017-03-15 13:11:41.230404,2017-03-15 13:13:06.862386,0:01:25.631982,private,21157,0,---
192.168.220.8,2017-03-15 13:13:06.907163,2017-03-15 13:39:05.996138,0:25:59.088975,offline,21158,0,---
192.168.220.8,2017-03-15 13:39:06.004759,2017-03-15 13:43:40.105831,0:04:34.101072,break,21159,0,---
