IP,start,end,duration,activity,activityID,errorcode,description
192.168.200.5,2017-03-15 08:06:10.605508,2017-03-15 08:09:45.475515,0:03:34.870007,private,12960,0,---
192.168.200.5,2017-03-15 08:09:45.481799,2017-03-15 08:10:40.836278,0:00:55.354479,printing,12961,0,---
192.168.200.5,2017-03-15 08:10:40.844547,2017-03-15 08:13:11.161219,0:02:30.316672,copyFiles,12962,0,---
192.168.200.5,2017-03-15 08:13:11.168299,2017-03-15 09:06:19.269540,0:53:08.101241,meeting,12963,0,---
192.168.200.5,2017-03-15 09:06:19.281680,2017-03-15 09:07:27.726442,0:01:08.444762,browsing,12964,0,---
192.168.200.5,2017-03-15 09:07:27.734201,2017-03-15 09:09:03.831231,0:01:36.097030,break,12965,0,---
192.168.200.5,2017-03-15 09:09:03.840062,2017-03-15 09:13:59.941149,0:04:56.101087,break,12966,0,---
192.168.200.5,2017-03-15 09:13:59.950505,2017-03-15 09:52:08.051479,0:38:08.100974,offline,12967,0,---
192.168.200.5,2017-03-15 09:52:08.059831,2017-03-15 09:52:18.254539,0:00:10.194708,browsing,12968,0,---
192.168.200.5,2017-03-15 09:52:18.261459,2017-03-15 09:56:18.362369,0:04:00.100910,break,12969,0,---
192.168.200.5,2017-03-15 09:56:18.369895,2017-03-15 09:57:38.990214,0:01:20.620319,mailing,12970,0,---
192.168.200.5,2017-03-15 09:57:38.996669,2017-03-15 11:55:38.097574,1:57:59.100905,meeting,12971,0,---
192.168.200.5,2017-03-15 11:55:38.105604,2017-03-15 11:59:18.725346,0:03:40.619742,copyFiles,12972,0,---
192.168.200.5,2017-03-15 11:59:18.731508,2017-03-15 12:08:33.143498,0:09:14.411990,private,12973,0,---
192.168.200.5,2017-03-15 12:08:33.156641,2017-03-15 12:10:09.474393,0:01:36.317752,copyFiles,12974,0,---
192.168.200.5,2017-03-15 12:10:09.481593,2017-03-15 12:13:08.178409,0:02:58.696816,private,12975,0,---
192.168.200.5,2017-03-15 12:13:08.185772,2017-03-15 12:13:33.433931,0:00:25.248159,printing,12976,0,---
192.168.200.5,2017-03-15 12:13:33.440501,2017-03-15 12:14:23.907765,0:00:50.467264,mailing,12977,0,---
192.168.200.5,2017-03-15 12:14:23.913392,2017-03-15 12:14:38.956330,0:00:15.042938,printing,12978,0,---
192.168.200.5,2017-03-15 12:14:38.962831,2017-03-15 12:20:18.390185,0:05:39.427354,copyFiles,12979,0,---
