IP,start,end,duration,activity,activityID,errorcode,description
192.168.220.10,2017-03-16 07:07:49.154616,2017-03-16 07:08:44.851822,0:00:55.697206,browsing,12137,0,---
192.168.220.10,2017-03-16 07:08:44.858180,2017-03-16 07:29:17.947596,0:20:33.089416,meeting,12138,0,---
192.168.220.10,2017-03-16 07:29:17.956522,2017-03-16 07:33:08.983580,0:03:51.027058,break,12139,0,---
192.168.220.10,2017-03-16 07:33:08.992128,2017-03-16 08:32:57.093113,0:59:48.100985,meeting,12140,0,---
192.168.220.10,2017-03-16 08:32:57.101899,2017-03-16 08:37:35.202977,0:04:38.101078,break,12141,0,---
192.168.220.10,2017-03-16 08:37:35.211964,2017-03-16 08:38:35.752888,0:01:00.540924,mailing,12142,0,---
192.168.220.10,2017-03-16 08:38:35.760216,2017-03-16 08:43:28.861220,0:04:53.101004,break,12143,0,---
192.168.220.10,2017-03-16 08:43:28.870699,2017-03-16 08:44:23.041288,0:00:54.170589,browsing,12144,0,---
192.168.220.10,2017-03-16 08:44:23.049593,2017-03-16 08:44:49.692495,0:00:26.642902,browsing,12145,0,---
192.168.220.10,2017-03-16 08:44:49.699796,2017-03-16 08:45:50.109336,0:01:00.409540,private,12146,0,---
192.168.220.10,2017-03-16 08:45:50.116809,2017-03-16 09:42:29.217891,0:56:39.101082,meeting,12147,0,---
192.168.220.10,2017-03-16 09:42:29.227685,2017-03-16 09:43:26.097660,0:00:56.869975,private,12148,0,---
192.168.220.10,2017-03-16 09:43:26.214621,2017-03-16 09:44:01.368519,0:00:35.153898,printing,12149,0,---
192.168.220.10,2017-03-16 09:44:01.376513,2017-03-16 09:45:36.473800,0:01:35.097287,break,12150,0,---
192.168.220.10,2017-03-16 09:45:36.485520,2017-03-16 09:48:34.565311,0:02:58.079791,break,12151,0,---
192.168.220.10,2017-03-16 09:48:34.574265,2017-03-16 09:51:08.675472,0:02:34.101207,break,12152,0,---
192.168.220.10,2017-03-16 09:51:08.684629,2017-03-16 10:41:29.785880,0:50:21.101251,meeting,12153,0,---
192.168.220.10,2017-03-16 10:41:29.795365,2017-03-16 11:15:38.854761,0:34:09.059396,meeting,12154,0,---
192.168.220.10,2017-03-16 11:43:34.677652,2017-03-16 12:22:02.779015,0:38:28.101363,offline,12155,0,---
192.168.220.10,2017-03-16 12:22:02.789809,2017-03-16 12:23:16.865690,0:01:14.075881,break,12156,0,---
192.168.220.10,2017-03-16 12:23:16.875679,2017-03-16 12:27:37.977106,0:04:21.101427,break,12157,0,---
192.168.220.10,2017-03-16 12:27:37.986988,2017-03-16 12:28:53.104581,0:01:15.117593,browsing,12158,0,---
192.168.220.10,2017-03-16 12:28:53.111687,2017-03-16 12:29:08.177333,0:00:15.065646,printing,12159,0,---
192.168.220.10,2017-03-16 12:29:08.187412,2017-03-16 12:31:01.045898,0:01:52.858486,browsing,12160,0,---
192.168.220.10,2017-03-16 12:31:01.053920,2017-03-16 12:32:02.910662,0:01:01.856742,browsing,12161,0,---
192.168.220.10,2017-03-16 12:32:02.918008,2017-03-16 12:34:42.468296,0:02:39.550288,browsing,12162,0,---
192.168.220.10,2017-03-16 12:34:42.475861,2017-03-16 12:38:00.390149,0:03:17.914288,private,12163,0,---
192.168.220.10,2017-03-16 12:38:00.396890,2017-03-16 13:25:46.498096,0:47:46.101206,meeting,12164,0,---
192.168.220.10,2017-03-16 13:25:46.507787,2017-03-16 14:18:11.608996,0:52:25.101209,meeting,12165,0,---
192.168.220.10,2017-03-16 14:18:11.620223,2017-03-16 14:18:19.709824,0:00:08.089601,browsing,12166,0,---
192.168.220.10,2017-03-16 14:18:19.716423,2017-03-16 15:11:52.817554,0:53:33.101131,meeting,12167,0,---
192.168.220.10,2017-03-16 15:11:52.826939,2017-03-16 16:06:10.912467,0:54:18.085528,meeting,12168,0,---
192.168.220.10,2017-03-16 16:06:10.921731,2017-03-16 16:10:15.096131,0:04:04.174400,copySea,12169,0,---
192.168.220.10,2017-03-16 16:10:15.102008,2017-03-16 16:14:03.203039,0:03:48.101031,break,12170,0,---
192.168.220.10,2017-03-16 16:14:03.211855,2017-03-16 16:15:54.424140,0:01:51.212285,private,12171,0,---
192.168.220.10,2017-03-16 16:15:54.432540,2017-03-16 16:32:40.427514,0:16:45.994974,copySea,12172,0,---
192.168.220.10,2017-03-16 16:32:40.434830,2017-03-16 16:36:37.306285,0:03:56.871455,copyFiles,12173,0,---
192.168.220.10,2017-03-16 16:36:37.313317,2017-03-16 17:09:41.331083,0:33:04.017766,offline,12174,0,---
192.168.220.10,2017-03-17 07:02:40.443998,2017-03-17 07:05:44.544991,0:03:04.100993,break,12175,0,---
192.168.220.10,2017-03-17 07:05:44.552904,2017-03-17 07:09:42.164472,0:03:57.611568,browsing,12176,0,---
192.168.220.10,2017-03-17 07:09:42.172495,2017-03-17 07:11:22.935697,0:01:40.763202,browsing,12177,0,---
192.168.220.10,2017-03-17 07:11:22.943381,2017-03-17 07:38:04.936271,0:26:41.992890,copySea,12178,0,---
192.168.220.10,2017-03-17 07:38:04.943316,2017-03-17 07:51:14.973925,0:13:10.030609,offline,12179,0,---
192.168.220.10,2017-03-17 07:51:14.982766,2017-03-17 07:52:54.383310,0:01:39.400544,browsing,12180,0,---
192.168.220.10,2017-03-17 07:52:54.389041,2017-03-17 08:16:45.826173,0:23:51.437132,copySea,12181,0,---
192.168.220.10,2017-03-17 08:16:45.833193,2017-03-17 08:19:24.439735,0:02:38.606542,private,12182,0,---
192.168.220.10,2017-03-17 08:19:24.447135,2017-03-17 08:20:32.569489,0:01:08.122354,copyFiles,12183,0,---
192.168.220.10,2017-03-17 08:20:32.577116,2017-03-17 08:24:36.678153,0:04:04.101037,break,12184,0,---
192.168.220.10,2017-03-17 08:24:36.687483,2017-03-17 08:28:35.414526,0:03:58.727043,private,12185,0,---
192.168.220.10,2017-03-17 08:28:35.428151,2017-03-17 08:30:22.528906,0:01:47.100755,break,12186,0,---
192.168.220.10,2017-03-17 08:30:22.536677,2017-03-17 08:37:48.637666,0:07:26.100989,offline,12187,0,---
192.168.220.10,2017-03-17 08:37:48.646286,2017-03-17 08:44:58.160983,0:07:09.514697,copySea,12188,0,---
192.168.220.10,2017-03-17 08:44:58.168238,2017-03-17 08:47:00.269288,0:02:02.101050,break,12189,0,---
192.168.220.10,2017-03-17 08:47:00.278366,2017-03-17 08:48:19.358315,0:01:19.079949,break,12190,0,---
192.168.220.10,2017-03-17 08:48:19.367021,2017-03-17 08:49:19.843140,0:01:00.476119,mailing,12191,0,---
192.168.220.10,2017-03-17 08:49:19.850215,2017-03-17 08:53:38.034161,0:04:18.183946,private,12192,0,---
192.168.220.10,2017-03-17 08:53:38.042043,2017-03-17 09:00:03.780190,0:06:25.738147,private,12193,0,---
192.168.220.10,2017-03-17 09:00:03.787984,2017-03-17 09:49:08.889075,0:49:05.101091,meeting,12194,0,---
192.168.220.10,2017-03-17 09:49:08.898424,2017-03-17 10:32:26.973996,0:43:18.075572,meeting,12195,0,---
192.168.220.10,2017-03-17 10:32:26.982789,2017-03-17 10:33:47.589893,0:01:20.607104,mailing,12196,0,---
192.168.220.10,2017-03-17 10:33:47.596151,2017-03-17 10:36:35.697051,0:02:48.100900,break,12197,0,---
192.168.220.10,2017-03-17 10:36:35.705297,2017-03-17 10:37:43.362553,0:01:07.657256,browsing,12198,0,---
192.168.220.10,2017-03-17 10:37:43.370662,2017-03-17 10:41:13.471685,0:03:30.101023,offline,12199,0,---
192.168.220.10,2017-03-17 10:41:13.490344,2017-03-17 10:42:39.577685,0:01:26.087341,break,12200,0,---
192.168.220.10,2017-03-17 10:42:39.585745,2017-03-17 10:44:13.680609,0:01:34.094864,break,12201,0,---
192.168.220.10,2017-03-17 10:44:13.689081,2017-03-17 10:45:08.997118,0:00:55.308037,printing,12202,0,---
192.168.220.10,2017-03-17 10:45:09.004499,2017-03-17 10:48:05.378038,0:02:56.373539,copyFiles,12203,0,---
192.168.220.10,2017-03-17 10:48:05.385499,2017-03-17 10:52:58.486592,0:04:53.101093,break,12204,0,---
192.168.220.10,2017-03-17 10:52:58.495231,2017-03-17 10:57:10.596332,0:04:12.101101,offline,12205,0,---
