IP,start,end,duration,activity,activityID,errorcode,description
192.168.220.4,2017-03-15 06:03:33.848715,2017-03-15 06:08:04.033273,0:04:30.184558,browsing,7029,0,---
192.168.220.4,2017-03-15 06:08:04.039385,2017-03-15 06:09:04.588015,0:01:00.548630,mailing,7030,0,---
192.168.220.4,2017-03-15 06:09:04.596450,2017-03-15 06:14:12.166055,0:05:07.569605,copyFiles,7031,0,---
192.168.220.4,2017-03-15 06:14:12.176345,2017-03-15 06:15:18.244107,0:01:06.067762,break,7032,0,---
192.168.220.4,2017-03-15 06:15:18.252830,2017-03-15 06:17:32.261585,0:02:14.008755,browsing,7033,0,---
192.168.220.4,2017-03-15 06:17:32.268718,2017-03-15 06:20:30.369727,0:02:58.101009,break,7034,0,---
192.168.220.4,2017-03-15 06:20:30.380697,2017-03-15 06:25:55.530394,0:05:25.149697,browsing,7035,0,---
192.168.220.4,2017-03-15 06:25:55.537030,2017-03-15 06:31:28.354615,0:05:32.817585,private,7036,0,---
192.168.220.4,2017-03-15 06:31:28.362143,2017-03-15 06:36:21.463403,0:04:53.101260,break,7037,0,---
192.168.220.4,2017-03-15 06:36:21.475244,2017-03-15 06:37:22.004461,0:01:00.529217,mailing,7038,0,---
192.168.220.4,2017-03-15 06:37:22.011811,2017-03-15 06:40:21.205230,0:02:59.193419,private,7039,0,---
192.168.220.4,2017-03-15 06:40:21.211644,2017-03-15 06:41:30.124935,0:01:08.913291,browsing,7040,0,---
192.168.220.4,2017-03-15 06:41:30.137806,2017-03-15 06:42:00.135798,0:00:29.997992,browsing,7041,0,---
192.168.220.4,2017-03-15 06:42:00.142723,2017-03-15 06:43:00.567820,0:01:00.425097,mailing,7042,0,---
192.168.220.4,2017-03-15 06:43:00.574218,2017-03-15 06:45:26.606364,0:02:26.032146,break,7043,0,---
192.168.220.4,2017-03-15 06:45:26.616451,2017-03-15 06:50:16.697548,0:04:50.081097,private,7044,0,---
192.168.220.4,2017-03-15 06:50:16.705861,2017-03-15 07:12:49.806958,0:22:33.101097,meeting,7045,0,---
192.168.220.4,2017-03-15 07:12:49.815445,2017-03-15 07:46:26.823236,0:33:37.007791,meeting,7046,0,---
192.168.220.4,2017-03-15 07:46:26.831456,2017-03-15 07:50:00.932497,0:03:34.101041,break,7047,0,---
192.168.220.4,2017-03-15 07:50:00.941979,2017-03-15 07:52:37.893826,0:02:36.951847,browsing,7048,0,---
192.168.220.4,2017-03-15 07:52:37.934428,2017-03-15 07:53:38.864703,0:01:00.930275,browsing,7049,0,---
192.168.220.4,2017-03-15 07:53:38.872492,2017-03-15 07:55:30.567826,0:01:51.695334,browsing,7050,0,---
192.168.220.4,2017-03-15 07:55:30.575484,2017-03-15 07:57:17.788011,0:01:47.212527,browsing,7051,0,---
192.168.220.4,2017-03-15 07:57:17.796833,2017-03-15 08:07:17.803249,0:10:00.006416,private,7052,-1,---
192.168.220.4,2017-03-15 08:07:17.810110,2017-03-15 08:12:01.670418,0:04:43.860308,private,7053,0,---
192.168.220.4,2017-03-15 08:12:01.677909,2017-03-15 08:12:21.957525,0:00:20.279616,browsing,7054,0,---
192.168.220.4,2017-03-15 08:12:21.965414,2017-03-15 09:11:33.001381,0:59:11.035967,meeting,7055,0,---
192.168.220.4,2017-03-15 09:11:33.009626,2017-03-15 09:15:09.963884,0:03:36.954258,private,7056,0,---
192.168.220.4,2017-03-15 09:15:09.971709,2017-03-15 09:21:39.627664,0:06:29.655955,private,7057,0,---
192.168.220.4,2017-03-15 09:21:39.635583,2017-03-15 09:22:38.754817,0:00:59.119234,browsing,7058,0,---
192.168.220.4,2017-03-15 09:22:38.761781,2017-03-15 09:41:36.862801,0:18:58.101020,offline,7059,0,---
192.168.220.4,2017-03-15 09:41:36.872792,2017-03-15 09:52:11.973881,0:10:35.101089,meeting,7060,0,---
192.168.220.4,2017-03-15 09:52:11.983719,2017-03-15 09:55:00.738016,0:02:48.754297,browsing,7061,0,---
192.168.220.4,2017-03-15 09:55:00.745595,2017-03-15 09:59:13.846677,0:04:13.101082,break,7062,0,---
192.168.220.4,2017-03-15 09:59:13.855201,2017-03-15 10:16:06.956244,0:16:53.101043,offline,7063,0,---
192.168.220.4,2017-03-15 10:16:06.964532,2017-03-15 10:20:09.973301,0:04:03.008769,break,7064,0,---
192.168.220.4,2017-03-15 10:20:09.982424,2017-03-15 10:24:01.083530,0:03:51.101106,break,7065,0,---
192.168.220.4,2017-03-15 10:24:01.092001,2017-03-15 10:24:56.551260,0:00:55.459259,printing,7066,0,---
192.168.220.4,2017-03-15 10:24:56.558208,2017-03-15 10:25:57.014121,0:01:00.455913,mailing,7067,0,---
192.168.220.4,2017-03-15 10:25:57.020442,2017-03-15 10:28:04.121439,0:02:07.100997,break,7068,0,---
192.168.220.4,2017-03-15 10:28:04.130130,2017-03-15 10:29:04.543990,0:01:00.413860,mailing,7069,0,---
192.168.220.4,2017-03-15 10:29:04.550633,2017-03-15 10:37:55.037436,0:08:50.486803,copySea,7070,0,---
192.168.220.4,2017-03-15 10:37:55.044107,2017-03-15 11:37:44.106010,0:59:49.061903,meeting,7071,0,---
192.168.220.4,2017-03-15 11:37:44.115344,2017-03-15 11:42:44.216504,0:05:00.101160,break,7072,0,---
192.168.220.4,2017-03-15 11:42:44.225401,2017-03-15 11:43:34.670842,0:00:50.445441,mailing,7073,0,---
192.168.220.4,2017-03-15 11:43:34.676428,2017-03-15 11:44:54.757412,0:01:20.080984,break,7074,0,---
192.168.220.4,2017-03-15 11:44:54.766040,2017-03-15 11:45:19.820836,0:00:25.054796,copySea,7075,0,---
192.168.220.4,2017-03-15 11:45:19.827700,2017-03-15 11:47:25.631413,0:02:05.803713,private,7076,0,---
192.168.220.4,2017-03-15 11:47:25.638350,2017-03-15 11:47:33.937362,0:00:08.299012,browsing,7077,0,---
192.168.220.4,2017-03-15 11:47:33.945383,2017-03-15 11:52:36.432134,0:05:02.486751,private,7078,0,---
192.168.220.4,2017-03-15 11:52:36.439537,2017-03-15 11:54:06.420862,0:01:29.981325,copyFiles,7079,0,---
192.168.220.4,2017-03-15 11:54:06.427856,2017-03-15 11:59:38.035036,0:05:31.607180,private,7080,0,---
192.168.220.4,2017-03-15 11:59:38.043389,2017-03-15 12:01:16.471626,0:01:38.428237,browsing,7081,0,---
192.168.220.4,2017-03-15 12:01:16.479558,2017-03-15 12:48:38.571234,0:47:22.091676,offline,7082,0,---
192.168.220.4,2017-03-15 12:48:38.580499,2017-03-15 12:50:29.555193,0:01:50.974694,mailing,7083,0,---
192.168.220.4,2017-03-15 12:50:29.561348,2017-03-15 12:56:25.662259,0:05:56.100911,offline,7084,0,---
192.168.220.4,2017-03-15 12:56:25.671184,2017-03-15 12:59:35.428149,0:03:09.756965,browsing,7085,0,---
192.168.220.4,2017-03-15 12:59:35.435084,2017-03-15 13:09:35.440315,0:10:00.005231,browsing,7086,-1,---
192.168.220.4,2017-03-15 13:09:35.684695,2017-03-15 13:10:10.768433,0:00:35.083738,printing,7087,0,---
192.168.220.4,2017-03-15 13:10:10.775088,2017-03-15 13:10:56.115815,0:00:45.340727,printing,7088,0,---
192.168.220.4,2017-03-15 13:10:56.122489,2017-03-15 13:12:52.653143,0:01:56.530654,browsing,7089,0,---
192.168.220.4,2017-03-15 13:12:52.673451,2017-03-15 13:13:49.239407,0:00:56.565956,browsing,7090,0,---
192.168.220.4,2017-03-15 13:13:49.246670,2017-03-15 13:18:08.383399,0:04:19.136729,browsing,7091,0,---
192.168.220.4,2017-03-15 13:18:08.390945,2017-03-15 13:21:39.482220,0:03:31.091275,break,7092,0,---
192.168.220.4,2017-03-15 13:21:39.489696,2017-03-15 13:22:25.125915,0:00:45.636219,private,7093,0,---
192.168.220.4,2017-03-15 13:22:25.136042,2017-03-15 13:23:37.583406,0:01:12.447364,browsing,7094,0,---
192.168.220.4,2017-03-15 13:23:37.590600,2017-03-15 13:44:54.443865,0:21:16.853265,copySea,7095,0,---
192.168.220.4,2017-03-15 13:44:54.450737,2017-03-15 13:45:55.200857,0:01:00.750120,mailing,7096,0,---
192.168.220.4,2017-03-15 13:45:55.206892,2017-03-15 13:49:20.313219,0:03:25.106327,browsing,7097,0,---
192.168.220.4,2017-03-15 13:49:20.320495,2017-03-15 13:49:38.237631,0:00:17.917136,browsing,7098,0,---
192.168.220.4,2017-03-15 13:49:38.245899,2017-03-15 13:51:11.252019,0:01:33.006120,private,7099,0,---
192.168.220.4,2017-03-15 13:51:11.259274,2017-03-15 13:51:26.293406,0:00:15.034132,printing,7100,0,---
192.168.220.4,2017-03-15 13:51:26.305336,2017-03-15 13:56:08.406436,0:04:42.101100,break,7101,0,---
192.168.220.4,2017-03-15 13:56:08.416326,2017-03-15 13:57:20.489466,0:01:12.073140,offline,7102,0,---
192.168.220.4,2017-03-15 13:57:20.496191,2017-03-15 14:34:36.530051,0:37:16.033860,offline,7103,0,---
192.168.220.4,2017-03-15 14:34:36.539010,2017-03-15 14:42:36.549946,0:08:00.010936,copyFiles,7104,0,---
192.168.220.4,2017-03-15 14:42:36.556694,2017-03-15 14:43:20.776436,0:00:44.219742,copySea,7105,0,---
192.168.220.4,2017-03-15 14:43:20.783214,2017-03-15 14:51:00.898550,0:07:40.115336,browsing,7106,0,---
192.168.220.4,2017-03-15 14:51:00.909387,2017-03-15 14:54:35.993075,0:03:35.083688,break,7107,0,---
192.168.220.4,2017-03-15 14:54:36.002765,2017-03-15 14:55:41.340730,0:01:05.337965,printing,7108,0,---
192.168.220.4,2017-03-15 14:55:41.354400,2017-03-15 15:10:11.251853,0:14:29.897453,copyFiles,7109,0,---
192.168.220.4,2017-03-15 15:10:11.258863,2017-03-15 15:18:18.203684,0:08:06.944821,private,7110,0,---
192.168.220.4,2017-03-15 15:18:18.211332,2017-03-15 15:20:20.794648,0:02:02.583316,browsing,7111,0,---
192.168.220.4,2017-03-15 15:20:20.803516,2017-03-15 15:25:44.151003,0:05:23.347487,browsing,7112,0,---
192.168.220.4,2017-03-15 15:25:44.158198,2017-03-15 15:28:13.251720,0:02:29.093522,break,7113,0,---
192.168.220.4,2017-03-15 15:28:13.260659,2017-03-15 15:29:57.361816,0:01:44.101157,break,7114,0,---
192.168.220.4,2017-03-15 15:29:57.370419,2017-03-15 15:30:22.434472,0:00:25.064053,printing,7115,0,---
192.168.220.4,2017-03-15 15:30:22.440659,2017-03-15 16:05:49.498161,0:35:27.057502,meeting,7116,0,---
192.168.220.4,2017-03-15 16:05:49.507217,2017-03-15 16:06:14.590613,0:00:25.083396,printing,7117,0,---
192.168.220.4,2017-03-15 16:06:14.596882,2017-03-15 16:10:31.783801,0:04:17.186919,copyFiles,7118,0,---
192.168.220.4,2017-03-15 16:10:31.791410,2017-03-15 16:13:45.879390,0:03:14.087980,browsing,7119,0,---
192.168.220.4,2017-03-15 16:13:45.887572,2017-03-15 16:14:18.488814,0:00:32.601242,browsing,7120,0,---
192.168.220.4,2017-03-15 16:14:18.519021,2017-03-15 16:15:03.887093,0:00:45.368072,printing,7121,0,---
192.168.220.4,2017-03-15 16:15:03.894041,2017-03-15 16:17:12.919604,0:02:09.025563,browsing,7122,0,---
192.168.220.4,2017-03-15 16:17:12.927864,2017-03-15 16:18:33.156165,0:01:20.228301,browsing,7123,0,---
192.168.220.4,2017-03-15 16:18:33.163080,2017-03-15 16:22:10.264223,0:03:37.101143,break,7124,0,---
192.168.220.4,2017-03-15 16:22:10.272793,2017-03-15 16:26:40.429493,0:04:30.156700,browsing,7125,0,---
192.168.220.4,2017-03-15 16:26:40.436929,2017-03-15 16:27:55.772025,0:01:15.335096,copyFiles,7126,0,---
192.168.220.4,2017-03-15 16:27:55.780217,2017-03-15 16:31:47.923468,0:03:52.143251,browsing,7127,0,---
192.168.220.4,2017-03-15 16:31:47.932499,2017-03-15 16:34:17.001283,0:02:29.068784,break,7128,0,---
192.168.220.4,2017-03-15 16:34:17.009645,2017-03-15 16:37:33.245861,0:03:16.236216,copySea,7129,0,---
192.168.220.4,2017-03-15 16:37:33.252539,2017-03-15 17:20:11.353578,0:42:38.101039,meeting,7130,0,---
192.168.220.4,2017-03-15 17:20:11.362110,2017-03-15 17:54:54.463215,0:34:43.101105,offline,7131,0,---
192.168.220.4,2017-03-15 17:54:54.484201,2017-03-15 18:06:52.585437,0:11:58.101236,meeting,7132,0,---
192.168.220.4,2017-03-16 06:04:46.924834,2017-03-16 06:14:46.932480,0:10:00.007646,browsing,7133,-1,---
192.168.220.4,2017-03-16 06:14:46.938042,2017-03-16 06:21:05.970439,0:06:19.032397,private,7134,0,---
192.168.220.4,2017-03-16 06:21:05.978158,2017-03-16 06:21:54.366715,0:00:48.388557,browsing,7135,0,---
192.168.220.4,2017-03-16 06:21:54.374593,2017-03-16 06:22:01.558638,0:00:07.184045,browsing,7136,0,---
192.168.220.4,2017-03-16 06:22:01.566405,2017-03-16 06:27:25.706371,0:05:24.139966,copySea,7137,0,---
192.168.220.4,2017-03-16 06:27:25.713337,2017-03-16 06:28:04.184725,0:00:38.471388,browsing,7138,0,---
192.168.220.4,2017-03-16 06:28:04.192755,2017-03-16 07:20:49.287205,0:52:45.094450,meeting,7139,0,---
192.168.220.4,2017-03-16 07:20:49.296444,2017-03-16 07:20:55.680609,0:00:06.384165,browsing,7140,0,---
192.168.220.4,2017-03-16 07:20:55.688015,2017-03-16 07:22:05.703566,0:01:10.015551,break,7141,0,---
192.168.220.4,2017-03-16 07:22:05.710892,2017-03-16 07:22:16.201587,0:00:10.490695,browsing,7142,0,---
192.168.220.4,2017-03-16 07:22:16.206960,2017-03-16 07:25:27.829519,0:03:11.622559,browsing,7143,0,---
192.168.220.4,2017-03-16 07:25:27.837137,2017-03-16 07:27:08.724451,0:01:40.887314,mailing,7144,0,---
192.168.220.4,2017-03-16 07:27:08.732102,2017-03-16 07:27:35.570472,0:00:26.838370,browsing,7145,0,---
192.168.220.4,2017-03-16 07:27:35.577591,2017-03-16 07:44:31.538989,0:16:55.961398,copyFiles,7146,0,---
192.168.220.4,2017-03-16 07:44:31.546531,2017-03-16 07:56:51.553868,0:12:20.007337,meeting,7147,0,---
192.168.220.4,2017-03-16 07:56:51.563604,2017-03-16 08:00:15.303863,0:03:23.740259,browsing,7148,0,---
192.168.220.4,2017-03-16 08:00:15.320051,2017-03-16 08:00:32.541064,0:00:17.221013,browsing,7149,0,---
192.168.220.4,2017-03-16 08:00:32.548590,2017-03-16 08:05:57.161272,0:05:24.612682,browsing,7150,0,---
192.168.220.4,2017-03-16 08:05:57.168053,2017-03-16 08:06:47.481239,0:00:50.313186,mailing,7151,0,---
192.168.220.4,2017-03-16 08:06:47.488043,2017-03-16 08:07:38.483996,0:00:50.995953,browsing,7152,0,---
192.168.220.4,2017-03-16 08:07:38.492488,2017-03-16 08:08:57.904034,0:01:19.411546,private,7153,0,---
192.168.220.4,2017-03-16 08:08:57.910657,2017-03-16 08:09:28.010525,0:00:30.099868,browsing,7154,0,---
192.168.220.4,2017-03-16 08:09:28.018085,2017-03-16 09:05:18.020766,0:55:50.002681,meeting,7155,0,---
192.168.220.4,2017-03-16 09:05:18.032556,2017-03-16 09:05:25.315399,0:00:07.282843,browsing,7156,0,---
192.168.220.4,2017-03-16 09:05:25.321137,2017-03-16 09:08:50.514713,0:03:25.193576,browsing,7157,0,---
