IP,start,end,duration,activity,activityID,errorcode,description
192.168.220.12,2017-03-15 10:08:30.688341,2017-03-15 10:49:33.789371,0:41:03.101030,meeting,4762,0,---
192.168.220.12,2017-03-15 10:49:33.796372,2017-03-15 10:50:24.214134,0:00:50.417762,mailing,4763,0,---
192.168.220.12,2017-03-15 10:50:24.220753,2017-03-15 11:13:06.771707,0:22:42.550954,copyFiles,4764,0,---
192.168.220.12,2017-03-15 11:13:06.778110,2017-03-15 11:17:32.787048,0:04:26.008938,break,4765,0,---
192.168.220.12,2017-03-15 11:17:32.795897,2017-03-15 11:25:54.006333,0:08:21.210436,copyFiles,4766,0,---
192.168.220.12,2017-03-15 11:25:54.011799,2017-03-15 11:29:45.112924,0:03:51.101125,break,4767,0,---
192.168.220.12,2017-03-15 11:29:45.120893,2017-03-15 11:34:43.372378,0:04:58.251485,copySea,4768,0,---
192.168.220.12,2017-03-15 11:34:43.378922,2017-03-15 11:37:28.482522,0:02:45.103600,copyFiles,4769,0,---
192.168.220.12,2017-03-15 11:37:28.489049,2017-03-15 11:41:36.590108,0:04:08.101059,break,4770,0,---
192.168.220.12,2017-03-15 11:41:36.598738,2017-03-15 11:51:36.605921,0:10:00.007183,private,4771,-1,---
192.168.220.12,2017-03-15 11:51:36.611603,2017-03-15 11:52:01.859020,0:00:25.247417,printing,4772,0,---
192.168.220.12,2017-03-15 11:52:01.866484,2017-03-15 12:22:09.941783,0:30:08.075299,offline,4773,0,---
192.168.220.12,2017-03-15 12:22:09.948936,2017-03-15 12:26:14.187486,0:04:04.238550,copyFiles,4774,0,---
192.168.220.12,2017-03-15 12:26:14.194374,2017-03-15 12:29:55.293601,0:03:41.099227,break,4775,0,---
192.168.220.12,2017-03-15 12:29:55.303016,2017-03-15 12:31:36.410355,0:01:41.107339,mailing,4776,0,---
192.168.220.12,2017-03-15 12:31:36.417395,2017-03-15 12:34:03.201455,0:02:26.784060,private,4777,0,---
192.168.220.12,2017-03-15 12:34:03.209705,2017-03-15 12:38:43.362124,0:04:40.152419,copySea,4778,0,---
192.168.220.12,2017-03-15 12:38:43.368942,2017-03-15 12:40:15.038140,0:01:31.669198,private,4779,0,---
192.168.220.12,2017-03-15 12:40:15.045446,2017-03-15 12:40:30.094509,0:00:15.049063,printing,4780,0,---
192.168.220.12,2017-03-15 12:40:30.102397,2017-03-15 12:41:30.524849,0:01:00.422452,mailing,4781,0,---
192.168.220.12,2017-03-15 12:41:30.531481,2017-03-15 12:48:34.949238,0:07:04.417757,copySea,4782,0,---
192.168.220.12,2017-03-15 12:48:34.956388,2017-03-15 12:49:05.172607,0:00:30.216219,browsing,4783,0,---
192.168.220.12,2017-03-15 12:49:05.180004,2017-03-15 12:50:16.182009,0:01:11.002005,mailing,4784,0,---
192.168.220.12,2017-03-15 12:50:16.189523,2017-03-15 12:52:10.677500,0:01:54.487977,copyFiles,4785,0,---
